Date,Rate
2024-11-26,0.047
2024-11-25,0.047
2024-11-22,0.047
2024-11-21,0.047
2024-11-20,0.047
2024-11-19,0.047
2024-11-18,0.047
2024-11-15,0.047
2024-11-14,0.047
2024-11-13,0.047
2024-11-12,0.047
2024-11-11,0.047
2024-11-08,0.047
2024-11-07,0.047
2024-11-06,0.0495
2024-11-05,0.0495
2024-11-04,0.0495
2024-11-01,0.0495
2024-10-31,0.0495
2024-10-30,0.0495
2024-10-29,0.0495
2024-10-28,0.0495
2024-10-25,0.0495
2024-10-24,0.0495
2024-10-23,0.0495
2024-10-22,0.0495
2024-10-21,0.0495
2024-10-18,0.0495
2024-10-17,0.0495
2024-10-16,0.0495
2024-10-15,0.0495
2024-10-14,0.0495
2024-10-11,0.0495
2024-10-10,0.0495
2024-10-09,0.0495
2024-10-08,0.0495
2024-10-07,0.0495
2024-10-04,0.0495
2024-10-03,0.0495
2024-10-02,0.0495
2024-10-01,0.0495
2024-09-30,0.0495
2024-09-27,0.0495
2024-09-26,0.0495
2024-09-25,0.0495
2024-09-24,0.0495
2024-09-23,0.0495
2024-09-20,0.0495
2024-09-19,0.0495
2024-09-18,0.0495
2024-09-17,0.0495
2024-09-16,0.0495
2024-09-13,0.0495
2024-09-12,0.0495
2024-09-11,0.0495
2024-09-10,0.0495
2024-09-09,0.0495
2024-09-06,0.0495
2024-09-05,0.0495
2024-09-04,0.0495
2024-09-03,0.0495
2024-09-02,0.0495
2024-08-30,0.0495
2024-08-29,0.0495
2024-08-28,0.0495
2024-08-27,0.0495
2024-08-23,0.0495
2024-08-22,0.0495
2024-08-21,0.0495
2024-08-20,0.0495
2024-08-19,0.0495
2024-08-16,0.0495
2024-08-15,0.0495
2024-08-14,0.0495
2024-08-13,0.0495
2024-08-12,0.0495
2024-08-09,0.0495
2024-08-08,0.0495
2024-08-07,0.0495
2024-08-06,0.0495
2024-08-05,0.0495
2024-08-02,0.0495
2024-08-01,0.0495
2024-07-31,0.052
2024-07-30,0.052
2024-07-29,0.052
2024-07-26,0.052
2024-07-25,0.052
2024-07-24,0.052
2024-07-23,0.052
2024-07-22,0.052
2024-07-19,0.052
2024-07-18,0.052
2024-07-17,0.052
2024-07-16,0.052
2024-07-15,0.052
2024-07-12,0.052
2024-07-11,0.052
2024-07-10,0.052
2024-07-09,0.052
2024-07-08,0.052
2024-07-05,0.052
2024-07-04,0.052
2024-07-03,0.052
2024-07-02,0.052
2024-07-01,0.052
2024-06-28,0.052
2024-06-27,0.052
2024-06-26,0.052
2024-06-25,0.052
2024-06-24,0.052
2024-06-21,0.052
2024-06-20,0.052
2024-06-19,0.052
2024-06-18,0.052
2024-06-17,0.052
2024-06-14,0.052
2024-06-13,0.052
2024-06-12,0.052
2024-06-11,0.052
2024-06-10,0.052
2024-06-07,0.052
2024-06-06,0.052
2024-06-05,0.052
2024-06-04,0.052
2024-06-03,0.052
2024-05-31,0.052
2024-05-30,0.052
2024-05-29,0.052
2024-05-28,0.052
2024-05-24,0.052
2024-05-23,0.052
2024-05-22,0.052
2024-05-21,0.052
2024-05-20,0.052
2024-05-17,0.052
2024-05-16,0.052
2024-05-15,0.052
2024-05-14,0.052
2024-05-13,0.052
2024-05-10,0.052
2024-05-09,0.052
2024-05-08,0.052
2024-05-07,0.052
2024-05-03,0.052001
2024-05-02,0.052
2024-05-01,0.052
2024-04-30,0.051998
2024-04-29,0.052
2024-04-26,0.051999
2024-04-25,0.051998
2024-04-24,0.051993
2024-04-23,0.051997
2024-04-22,0.051993
2024-04-19,0.051984
2024-04-18,0.051984
2024-04-17,0.051984
2024-04-16,0.051984
2024-04-15,0.051984
2024-04-12,0.05198
2024-04-11,0.05198
2024-04-10,0.051978
2024-04-09,0.051976
2024-04-08,0.051949
2024-04-05,0.051949
2024-04-04,0.051949
2024-04-03,0.051952
2024-04-02,0.051956
2024-03-28,0.051911
2024-03-27,0.051899
2024-03-26,0.051896
2024-03-25,0.051898
2024-03-22,0.051906
2024-03-21,0.051894
2024-03-20,0.051892
2024-03-19,0.051894
2024-03-18,0.051886
2024-03-15,0.051894
2024-03-14,0.051888
2024-03-13,0.051889
2024-03-12,0.051887
2024-03-11,0.05188
2024-03-08,0.051881
2024-03-07,0.051884
2024-03-06,0.051883
2024-03-05,0.051887
2024-03-04,0.051884
2024-03-01,0.051887
2024-02-29,0.051885
2024-02-28,0.051882
2024-02-27,0.051877
2024-02-26,0.051881
2024-02-23,0.051881
2024-02-22,0.051888
2024-02-21,0.05188
2024-02-20,0.051879
2024-02-19,0.051874
2024-02-16,0.051881
2024-02-15,0.051885
2024-02-14,0.051888
2024-02-13,0.051888
2024-02-12,0.051882
2024-02-09,0.051885
2024-02-08,0.05188
2024-02-07,0.05189
2024-02-06,0.051894
2024-02-05,0.051884
2024-02-02,0.051885
2024-02-01,0.051878
2024-01-31,0.051881
2024-01-30,0.051884
2024-01-29,0.051879
2024-01-26,0.051882
2024-01-25,0.051882
2024-01-24,0.051875
2024-01-23,0.051873
2024-01-22,0.051879
2024-01-19,0.051876
2024-01-18,0.051883
2024-01-17,0.05188
2024-01-16,0.051876
2024-01-15,0.051874
2024-01-12,0.051884
2024-01-11,0.051876
2024-01-10,0.051872
2024-01-09,0.051867
2024-01-08,0.051869
2024-01-05,0.051869
2024-01-04,0.05187
2024-01-03,0.051863
2024-01-02,0.051863
2023-12-29,0.051869
2023-12-28,0.051867
2023-12-27,0.051863
2023-12-22,0.051867
2023-12-21,0.051861
2023-12-20,0.051864
2023-12-19,0.051863
2023-12-18,0.051865
2023-12-15,0.051858
2023-12-14,0.051859
2023-12-13,0.051874
2023-12-12,0.051878
2023-12-11,0.051876
2023-12-08,0.051872
2023-12-07,0.051875
2023-12-06,0.051874
2023-12-05,0.051875
2023-12-04,0.051878
2023-12-01,0.051886
2023-11-30,0.051881
2023-11-29,0.051879
2023-11-28,0.051879
2023-11-27,0.05188
2023-11-24,0.051889
2023-11-23,0.051883
2023-11-22,0.051888
2023-11-21,0.051885
2023-11-20,0.051882
2023-11-17,0.051881
2023-11-16,0.051874
2023-11-15,0.051868
2023-11-14,0.051872
2023-11-13,0.051867
2023-11-10,0.051869
2023-11-09,0.051866
2023-11-08,0.051866
2023-11-07,0.051864
2023-11-06,0.051867
2023-11-03,0.05187
2023-11-02,0.05187
2023-11-01,0.051865
2023-10-31,0.051861
2023-10-30,0.051867
2023-10-27,0.051866
2023-10-26,0.051872
2023-10-25,0.051876
2023-10-24,0.051873
2023-10-23,0.051873
2023-10-20,0.05188
2023-10-19,0.051873
2023-10-18,0.051872
2023-10-17,0.05187
2023-10-16,0.051877
2023-10-13,0.051873
2023-10-12,0.05187
2023-10-11,0.051866
2023-10-10,0.051869
2023-10-09,0.051873
2023-10-06,0.051871
2023-10-05,0.051872
2023-10-04,0.051872
2023-10-03,0.051867
2023-10-02,0.051868
2023-09-29,0.051867
2023-09-28,0.051859
2023-09-27,0.05186
2023-09-26,0.051857
2023-09-25,0.051849
2023-09-22,0.051855
2023-09-21,0.051848
2023-09-20,0.051849
2023-09-19,0.051854
2023-09-18,0.05185
2023-09-15,0.051854
2023-09-14,0.051847
2023-09-13,0.051851
2023-09-12,0.051853
2023-09-11,0.05186
2023-09-08,0.051855
2023-09-07,0.051855
2023-09-06,0.05185
2023-09-05,0.051853
2023-09-04,0.051853
2023-09-01,0.051852
2023-08-31,0.051852
2023-08-30,0.051855
2023-08-29,0.051853
2023-08-25,0.051852
2023-08-24,0.051855
2023-08-23,0.051859
2023-08-22,0.051843
2023-08-21,0.051841
2023-08-18,0.051843
2023-08-17,0.051843
2023-08-16,0.051838
2023-08-15,0.051834
2023-08-14,0.051829
2023-08-11,0.051829
2023-08-10,0.051829
2023-08-09,0.051827
2023-08-08,0.051829
2023-08-07,0.051829
2023-08-04,0.051826
2023-08-03,0.051823
2023-08-02,0.049304
2023-08-01,0.049307
2023-07-31,0.049304
2023-07-28,0.049315
2023-07-27,0.04931
2023-07-26,0.04931
2023-07-25,0.049308
2023-07-24,0.049309
2023-07-21,0.049306
2023-07-20,0.049305
2023-07-19,0.049303
2023-07-18,0.049301
2023-07-17,0.049299
2023-07-14,0.0493
2023-07-13,0.0493
2023-07-12,0.049298
2023-07-11,0.049299
2023-07-10,0.049302
2023-07-07,0.049297
2023-07-06,0.049296
2023-07-05,0.0493
2023-07-04,0.049291
2023-07-03,0.04929
2023-06-30,0.049286
2023-06-29,0.049284
2023-06-28,0.049279
2023-06-27,0.049281
2023-06-26,0.049282
2023-06-23,0.04928
2023-06-22,0.049274
2023-06-21,0.044288
2023-06-20,0.044281
2023-06-19,0.04428
2023-06-16,0.044279
2023-06-15,0.044284
2023-06-14,0.044283
2023-06-13,0.044281
2023-06-12,0.044283
2023-06-09,0.044281
2023-06-08,0.044279
2023-06-07,0.044278
2023-06-06,0.044279
2023-06-05,0.04428
2023-06-02,0.044281
2023-06-01,0.044278
2023-05-31,0.044278
2023-05-30,0.044278
2023-05-26,0.044281
2023-05-25,0.044278
2023-05-24,0.044277
2023-05-23,0.044285
2023-05-22,0.044277
2023-05-19,0.044274
2023-05-18,0.044276
2023-05-17,0.044274
2023-05-16,0.044275
2023-05-15,0.044274
2023-05-12,0.044277
2023-05-11,0.044274
2023-05-10,0.041775
2023-05-09,0.041777
2023-05-05,0.041777
2023-05-04,0.041779
2023-05-03,0.041778
2023-05-02,0.041792
2023-04-28,0.041792
2023-04-27,0.041787
2023-04-26,0.041784
2023-04-25,0.041774
2023-04-24,0.041773
2023-04-21,0.041774
2023-04-20,0.041775
2023-04-19,0.041774
2023-04-18,0.041774
2023-04-17,0.041771
2023-04-14,0.041769
2023-04-13,0.041769
2023-04-12,0.041767
2023-04-11,0.041767
2023-04-06,0.04177
2023-04-05,0.041769
2023-04-04,0.041767
2023-04-03,0.041769
2023-03-31,0.041777
2023-03-30,0.041768
2023-03-29,0.041767
2023-03-28,0.041766
2023-03-27,0.041765
2023-03-24,0.041765
2023-03-23,0.041759
2023-03-22,0.03927
2023-03-21,0.039269
2023-03-20,0.039268
2023-03-17,0.039268
2023-03-16,0.039272
2023-03-15,0.039272
2023-03-14,0.03927
2023-03-13,0.039275
2023-03-10,0.039274
2023-03-09,0.039274
2023-03-08,0.039273
2023-03-07,0.039275
2023-03-06,0.039273
2023-03-03,0.039272
2023-03-02,0.039273
2023-03-01,0.03927
2023-02-28,0.03927
2023-02-27,0.03927
2023-02-24,0.039274
2023-02-23,0.03927
2023-02-22,0.03927
2023-02-21,0.039272
2023-02-20,0.039275
2023-02-17,0.039271
2023-02-16,0.039273
2023-02-15,0.039273
2023-02-14,0.039272
2023-02-13,0.039271
2023-02-10,0.03927
2023-02-09,0.039267
2023-02-08,0.039269
2023-02-07,0.03927
2023-02-06,0.039271
2023-02-03,0.039272
2023-02-02,0.039265
2023-02-01,0.034268
2023-01-31,0.034269
2023-01-30,0.034281
2023-01-27,0.034278
2023-01-26,0.034278
2023-01-25,0.034279
2023-01-24,0.034281
2023-01-23,0.034277
2023-01-20,0.034277
2023-01-19,0.034277
2023-01-18,0.034281
2023-01-17,0.034279
2023-01-16,0.034279
2023-01-13,0.034274
2023-01-12,0.034274
2023-01-11,0.034274
2023-01-10,0.034272
2023-01-09,0.034273
2023-01-06,0.034272
2023-01-05,0.034271
2023-01-04,0.034267
2023-01-03,0.034269
2022-12-30,0.034282
2022-12-29,0.034281
2022-12-28,0.034282
2022-12-23,0.034281
2022-12-22,0.034275
2022-12-21,0.034275
2022-12-20,0.034273
2022-12-19,0.034269
2022-12-16,0.034273
2022-12-15,0.034269
2022-12-14,0.029288
2022-12-13,0.029287
2022-12-12,0.029289
2022-12-09,0.029284
2022-12-08,0.029281
2022-12-07,0.029275
2022-12-06,0.029284
2022-12-05,0.029279
2022-12-02,0.029281
2022-12-01,0.029279
2022-11-30,0.029273
2022-11-29,0.029282
2022-11-28,0.029278
2022-11-25,0.029278
2022-11-24,0.029277
2022-11-23,0.029271
2022-11-22,0.029271
2022-11-21,0.029275
2022-11-18,0.029275
2022-11-17,0.029266
2022-11-16,0.029265
2022-11-15,0.029269
2022-11-14,0.029266
2022-11-11,0.029268
2022-11-10,0.029265
2022-11-09,0.029263
2022-11-08,0.029276
2022-11-07,0.029268
2022-11-04,0.029265
2022-11-03,0.029306
2022-11-02,0.021859
2022-11-01,0.021856
2022-10-31,0.021838
2022-10-28,0.021853
2022-10-27,0.021852
2022-10-26,0.021852
2022-10-25,0.021862
2022-10-24,0.021862
2022-10-21,0.02185
2022-10-20,0.021851
2022-10-19,0.021843
2022-10-18,0.021842
2022-10-17,0.021839
2022-10-14,0.021844
2022-10-13,0.021862
2022-10-12,0.02186
2022-10-11,0.021873
2022-10-10,0.021864
2022-10-07,0.021876
2022-10-06,0.021869
2022-10-05,0.021866
2022-10-04,0.02186
2022-10-03,0.02188
2022-09-30,0.021901
2022-09-29,0.02189
2022-09-28,0.021891
2022-09-27,0.02189
2022-09-26,0.02189
2022-09-23,0.021884
2022-09-22,0.021876
2022-09-21,0.016903
2022-09-20,0.01691
2022-09-16,0.016906
2022-09-15,0.01691
2022-09-14,0.016914
2022-09-13,0.016911
2022-09-12,0.016911
2022-09-09,0.016919
2022-09-08,0.016903
2022-09-07,0.016907
2022-09-06,0.016913
2022-09-05,0.016907
2022-09-02,0.016911
2022-09-01,0.016902
2022-08-31,0.016896
2022-08-30,0.016905
2022-08-26,0.016904
2022-08-25,0.016901
2022-08-24,0.016905
2022-08-23,0.016907
2022-08-22,0.0169
2022-08-19,0.016901
2022-08-18,0.016905
2022-08-17,0.016907
2022-08-16,0.01689
2022-08-15,0.016895
2022-08-12,0.016897
2022-08-11,0.016904
2022-08-10,0.016898
2022-08-09,0.016905
2022-08-08,0.0169
2022-08-05,0.016903
2022-08-04,0.016886
2022-08-03,0.011911
2022-08-02,0.011911
2022-08-01,0.01191
2022-07-29,0.011909
2022-07-28,0.011909
2022-07-27,0.011909
2022-07-26,0.011909
2022-07-25,0.01191
2022-07-22,0.011905
2022-07-21,0.011901
2022-07-20,0.011906
2022-07-19,0.011909
2022-07-18,0.011912
2022-07-15,0.011908
2022-07-14,0.011911
2022-07-13,0.011912
2022-07-12,0.011909
2022-07-11,0.011909
2022-07-08,0.011909
2022-07-07,0.011905
2022-07-06,0.011908
2022-07-05,0.011907
2022-07-04,0.011902
2022-07-01,0.011907
2022-06-30,0.011874
2022-06-29,0.011887
2022-06-28,0.011877
2022-06-27,0.011884
2022-06-24,0.011885
2022-06-23,0.011885
2022-06-22,0.011883
2022-06-21,0.011892
2022-06-20,0.011896
2022-06-17,0.011895
2022-06-16,0.011884
2022-06-15,0.009399
2022-06-14,0.009398
2022-06-13,0.009396
2022-06-10,0.009402
2022-06-09,0.009407
2022-06-08,0.009402
2022-06-07,0.009403
2022-06-06,0.009394
2022-06-01,0.009389
2022-05-31,0.00941
2022-05-30,0.009384
2022-05-27,0.009383
2022-05-26,0.009388
2022-05-25,0.009384
2022-05-24,0.009391
2022-05-23,0.009393
2022-05-20,0.009389
2022-05-19,0.009392
2022-05-18,0.009394
2022-05-17,0.009398
2022-05-16,0.009398
2022-05-13,0.009398
2022-05-12,0.009401
2022-05-11,0.009405
2022-05-10,0.009397
2022-05-09,0.009403
2022-05-06,0.009409
2022-05-05,0.009382
2022-05-04,0.00691
2022-05-03,0.006906
2022-04-29,0.006907
2022-04-28,0.006896
2022-04-27,0.006902
2022-04-26,0.006903
2022-04-25,0.006899
2022-04-22,0.006905
2022-04-21,0.006904
2022-04-20,0.006904
2022-04-19,0.006902
2022-04-14,0.006908
2022-04-13,0.006905
2022-04-12,0.006906
2022-04-11,0.006902
2022-04-08,0.006912
2022-04-07,0.006914
2022-04-06,0.006919
2022-04-05,0.006915
2022-04-04,0.006913
2022-04-01,0.006906
2022-03-31,0.006896
2022-03-30,0.0069
2022-03-29,0.006907
2022-03-28,0.006901
2022-03-25,0.006905
2022-03-24,0.006907
2022-03-23,0.006908
2022-03-22,0.006906
2022-03-21,0.006912
2022-03-18,0.006913
2022-03-17,0.006886
2022-03-16,0.00445
2022-03-15,0.00445
2022-03-14,0.004445
2022-03-11,0.004449
2022-03-10,0.004451
2022-03-09,0.004444
2022-03-08,0.004444
2022-03-07,0.004448
2022-03-04,0.00445
2022-03-03,0.004452
2022-03-02,0.00445
2022-03-01,0.004451
2022-02-28,0.004451
2022-02-25,0.004449
2022-02-24,0.004451
2022-02-23,0.004451
2022-02-22,0.004449
2022-02-21,0.004442
2022-02-18,0.004453
2022-02-17,0.004449
2022-02-16,0.004449
2022-02-15,0.00445
2022-02-14,0.004448
2022-02-11,0.004452
2022-02-10,0.004455
2022-02-09,0.00445
2022-02-08,0.004448
2022-02-07,0.004457
2022-02-04,0.004453
2022-02-03,0.004403
2022-02-02,0.00196
2022-02-01,0.001957
2022-01-31,0.001989
2022-01-28,0.001957
2022-01-27,0.001957
2022-01-26,0.001956
2022-01-25,0.001954
2022-01-24,0.001955
2022-01-21,0.001967
2022-01-20,0.001966
2022-01-19,0.001964
2022-01-18,0.001959
2022-01-17,0.00196
2022-01-14,0.001959
2022-01-13,0.001959
2022-01-12,0.001958
2022-01-11,0.001952
2022-01-10,0.001948
2022-01-07,0.00195
2022-01-06,0.001947
2022-01-05,0.001948
2022-01-04,0.001947
2021-12-31,0.001906
2021-12-30,0.001922
2021-12-29,0.001922
2021-12-24,0.001929
2021-12-23,0.001928
2021-12-22,0.001926
2021-12-21,0.001932
2021-12-20,0.001938
2021-12-17,0.001937
2021-12-16,0.001622
2021-12-15,0.00045
2021-12-14,0.000453
2021-12-13,0.000453
2021-12-10,0.000451
2021-12-09,0.000458
2021-12-08,0.000457
2021-12-07,0.000453
2021-12-06,0.000456
2021-12-03,0.000457
2021-12-02,0.000457
2021-12-01,0.000459
2021-11-30,0.000455
2021-11-29,0.000464
2021-11-26,0.000461
2021-11-25,0.000465
2021-11-24,0.000462
2021-11-23,0.000466
2021-11-22,0.000468
2021-11-19,0.000464
2021-11-18,0.000467
2021-11-17,0.000469
2021-11-16,0.000465
2021-11-15,0.000473
2021-11-12,0.00047
2021-11-11,0.000466
2021-11-10,0.000465
2021-11-09,0.000468
2021-11-08,0.000467
2021-11-05,0.000468
2021-11-04,0.000483
2021-11-03,0.000481
2021-11-02,0.00048
2021-11-01,0.000477
2021-10-29,0.000503
2021-10-28,0.000481
2021-10-27,0.000485
2021-10-26,0.000498
2021-10-25,0.000498
2021-10-22,0.0005
2021-10-21,0.0005
2021-10-20,0.000501
2021-10-19,0.000499
2021-10-18,0.000504
2021-10-15,0.000502
2021-10-14,0.000508
2021-10-13,0.000508
2021-10-12,0.000514
2021-10-11,0.000505
2021-10-08,0.000507
2021-10-07,0.000512
2021-10-06,0.000513
2021-10-05,0.000505
2021-10-04,0.000503
2021-10-01,0.0005
2021-09-30,0.000479
2021-09-29,0.000493
2021-09-28,0.000495
2021-09-27,0.000496
2021-09-24,0.0005
2021-09-23,0.00049
2021-09-22,0.000499
2021-09-21,0.0005
2021-09-20,0.0005
2021-09-17,0.000502
2021-09-16,0.000501
2021-09-15,0.000499
2021-09-14,0.000499
2021-09-13,0.000506
2021-09-10,0.000509
2021-09-09,0.000503
2021-09-08,0.000505
2021-09-07,0.000507
2021-09-06,0.000503
2021-09-03,0.000499
2021-09-02,0.000501
2021-09-01,0.000503
2021-08-31,0.000502
2021-08-27,0.000507
2021-08-26,0.000505
2021-08-25,0.000504
2021-08-24,0.000505
2021-08-23,0.000505
2021-08-20,0.000508
2021-08-19,0.00051
2021-08-18,0.000505
2021-08-17,0.000503
2021-08-16,0.000505
2021-08-13,0.000504
2021-08-12,0.000504
2021-08-11,0.000503
2021-08-10,0.000501
2021-08-09,0.000498
2021-08-06,0.000503
2021-08-05,0.000503
2021-08-04,0.000504
2021-08-03,0.000503
2021-08-02,0.000504
2021-07-30,0.000506
2021-07-29,0.000504
2021-07-28,0.000507
2021-07-27,0.000507
2021-07-26,0.000502
2021-07-23,0.000507
2021-07-22,0.000507
2021-07-21,0.000507
2021-07-20,0.00051
2021-07-19,0.000508
2021-07-16,0.000506
2021-07-15,0.000508
2021-07-14,0.000508
2021-07-13,0.000507
2021-07-12,0.000503
2021-07-09,0.000504
2021-07-08,0.000508
2021-07-07,0.000506
2021-07-06,0.000502
2021-07-05,0.000504
2021-07-02,0.000505
2021-07-01,0.000496
2021-06-30,0.000466
2021-06-29,0.000493
2021-06-28,0.000495
2021-06-25,0.000502
2021-06-24,0.0005
2021-06-23,0.0005
2021-06-22,0.000502
2021-06-21,0.000498
2021-06-18,0.000502
2021-06-17,0.0005
2021-06-16,0.0005
2021-06-15,0.000499
2021-06-14,0.000499
2021-06-11,0.000501
2021-06-10,0.000499
2021-06-09,0.000502
2021-06-08,0.000505
2021-06-07,0.000504
2021-06-04,0.0005
2021-06-03,0.000502
2021-06-02,0.000498
2021-06-01,0.000498
2021-05-28,0.000516
2021-05-27,0.000501
2021-05-26,0.0005
2021-05-25,0.000496
2021-05-24,0.000497
2021-05-21,0.000495
2021-05-20,0.000493
2021-05-19,0.00049
2021-05-18,0.000493
2021-05-17,0.000483
2021-05-14,0.000497
2021-05-13,0.000494
2021-05-12,0.000492
2021-05-11,0.000488
2021-05-10,0.00049
2021-05-07,0.000498
2021-05-06,0.000491
2021-05-05,0.000487
2021-05-04,0.000496
2021-04-30,0.000509
2021-04-29,0.000499
2021-04-28,0.000496
2021-04-27,0.000495
2021-04-26,0.000486
2021-04-23,0.000491
2021-04-22,0.000487
2021-04-21,0.000481
2021-04-20,0.00048
2021-04-19,0.000482
2021-04-16,0.00048
2021-04-15,0.000477
2021-04-14,0.000482
2021-04-13,0.000481
2021-04-12,0.000482
2021-04-09,0.000484
2021-04-08,0.000483
2021-04-07,0.000483
2021-04-06,0.000482
2021-04-01,0.000475
2021-03-31,0.000466
2021-03-30,0.000475
2021-03-29,0.00048
2021-03-26,0.000481
2021-03-25,0.000481
2021-03-24,0.000481
2021-03-23,0.000481
2021-03-22,0.000489
2021-03-19,0.000485
2021-03-18,0.000493
2021-03-17,0.000494
2021-03-16,0.000493
2021-03-15,0.000497
2021-03-12,0.00049
2021-03-11,0.000485
2021-03-10,0.000485
2021-03-09,0.00049
2021-03-08,0.000491
2021-03-05,0.000488
2021-03-04,0.000494
2021-03-03,0.00049
2021-03-02,0.000491
2021-03-01,0.000488
2021-02-26,0.000512
2021-02-25,0.000491
2021-02-24,0.00049
2021-02-23,0.000486
2021-02-22,0.00049
2021-02-19,0.000489
2021-02-18,0.00049
2021-02-17,0.000487
2021-02-16,0.000483
2021-02-15,0.00048
2021-02-12,0.000481
2021-02-11,0.000484
2021-02-10,0.000483
2021-02-09,0.000482
2021-02-08,0.00048
2021-02-05,0.000482
2021-02-04,0.000484
2021-02-03,0.000486
2021-02-02,0.000485
2021-02-01,0.00048
2021-01-29,0.000529
2021-01-28,0.000487
2021-01-27,0.000489
2021-01-26,0.000489
2021-01-25,0.000493
2021-01-22,0.000496
2021-01-21,0.000494
2021-01-20,0.000492
2021-01-19,0.0005
2021-01-18,0.000495
2021-01-15,0.000498
2021-01-14,0.0005
2021-01-13,0.000496
2021-01-12,0.000487
2021-01-11,0.000488
2021-01-08,0.000497
2021-01-07,0.000491
2021-01-06,0.000488
2021-01-05,0.000485
2021-01-04,0.000479
2020-12-31,0.000394
2020-12-30,0.00048
2020-12-29,0.000483
2020-12-24,0.000474
2020-12-23,0.000478
2020-12-22,0.00048
2020-12-21,0.000477
2020-12-18,0.000483
2020-12-17,0.000487
2020-12-16,0.000478
2020-12-15,0.000491
2020-12-14,0.000494
2020-12-11,0.000502
2020-12-10,0.000508
2020-12-09,0.000514
2020-12-08,0.00051
2020-12-07,0.00051
2020-12-04,0.000513
2020-12-03,0.000519
2020-12-02,0.000523
2020-12-01,0.000528
2020-11-30,0.00054
2020-11-27,0.000542
2020-11-26,0.000535
2020-11-25,0.000535
2020-11-24,0.000536
2020-11-23,0.000536
2020-11-20,0.000543
